,trip_second,km_distance_trip
1626,908,5.0
1627,228,1.1
1628,958,3.3
1629,749,2.8
1630,977,8.4
1631,338,2.1
1632,1737,6.7
1633,234,1.2
1634,599,4.9
1635,660,5.5
1636,364,2.4
1637,952,4.3
1638,689,2.8
1639,327,1.5
1640,457,2.5
1641,509,4.0
1642,525,4.0
1643,605,3.1
1644,593,2.0
1645,737,5.6
1646,647,3.1
1647,408,2.9
1648,829,2.6
1649,930,4.9
1650,141,1.1
1651,380,2.3
1652,187,0.9
1653,935,7.6
1654,873,2.6
1655,380,2.1
1656,1036,6.1
1657,948,3.4
1658,1236,5.8
1659,406,2.8
1660,240,1.6
1661,475,2.4
1662,191,0.7
1663,436,4.7
1664,227,0.7
1665,1366,5.3
1666,1228,16.0
1667,641,4.2
1668,978,4.9
1669,739,5.0
1670,556,3.0
1671,630,7.3
1672,179,0.9
1673,277,0.9
1674,298,1.2
1675,633,4.6
1676,747,6.2
1677,552,4.6
1678,740,7.3
1679,920,4.5
1680,97,0.9
1681,1082,6.4
1682,1330,16.0
1683,515,4.0
1684,273,1.4
1685,1272,12.0
1686,555,4.4
1687,628,5.1
1688,609,5.3
1689,1483,8.0
1690,620,6.3
1691,935,3.6
1692,255,1.5
1693,877,6.6
1694,508,1.4
1695,868,6.7
1696,626,7.7
1697,1082,4.5
1698,232,1.0
1699,467,2.4
1700,697,4.8
1701,399,3.3
1702,458,3.0
1703,457,2.2
1704,768,7.5
1705,977,3.4
1706,793,2.9
1707,639,3.4
1708,500,3.9
1709,163,1.4
1710,195,0.9
1711,581,3.3
1712,1083,3.4
1713,744,4.7
1714,456,3.2
1715,481,3.4
1716,625,5.3
1717,559,3.4
1718,390,3.4
1719,996,5.3
1720,1065,9.9
1721,251,1.4
1722,533,3.2
1723,844,5.7
1724,656,3.9
1725,283,1.0
1726,1120,2.2
1727,805,3.0
1728,554,3.8
1729,783,11.0
1730,523,4.0
1731,370,2.7
1732,1410,4.7
1733,105,0.6
1734,1269,6.2
1735,929,4.6
1736,604,4.1
1737,1006,6.0
1738,273,1.7
1739,444,2.0
1740,721,5.0
1741,725,5.2
1742,576,3.9
1743,538,2.1
1744,762,6.4
1745,304,2.1
1746,800,6.6
1747,483,1.6
1748,350,1.8
1749,146,0.9
1750,520,4.4
1751,185,0.5
1752,331,1.9
1753,930,4.5
1754,1027,5.2
1755,708,5.7
1756,599,2.8
1757,902,6.3
1758,255,1.6
1759,792,8.7
1760,564,4.1
1761,813,6.4
1762,591,4.7
1763,347,1.0
1764,393,2.6
1765,1081,6.8
1766,297,2.1
1767,344,2.3
1768,544,4.2
1769,434,3.5
1770,786,6.4
1771,381,2.2
1772,619,4.2
1773,983,3.2
1774,1041,5.8
1775,1765,8.6
1776,401,2.1
1777,397,2.7
1778,161,0.5
1779,377,2.2
1780,420,1.7
1781,1082,4.6
1782,949,5.5
1783,553,2.6
1784,737,5.2
1785,451,1.7
1786,421,1.7
1787,319,0.8
1788,312,1.4
1789,1186,7.1
1790,2000,6.6
1791,236,1.8
1792,415,2.8
1793,985,5.5
1794,669,3.6
1795,1222,17.0
1796,747,2.2
1797,640,3.7
1798,708,5.4
1799,644,2.2
1800,525,3.9
1801,299,2.0
1802,549,4.1
1803,117,0.5
1804,689,5.4
1805,457,3.5
1806,687,5.2
1807,1791,6.9
1808,513,2.8
1809,725,3.9
1810,756,5.4
1811,1362,6.8
1812,306,2.0
1813,611,4.4
1814,421,2.6
1815,789,2.9
1816,922,7.6
1817,302,1.8
1818,691,5.5
1819,628,5.0
1820,130,0.5
1821,1106,5.0
1822,1055,2.2
1823,693,3.8
1824,790,3.1
1825,1454,7.2
1826,839,4.1
1827,847,3.5
1828,632,2.2
1829,987,5.1
1830,299,1.7
1831,245,1.4
1832,1361,5.2
1833,1061,8.8
1834,390,1.6
1835,1595,21.0
1836,1020,7.7
1837,741,4.1
1838,1846,7.8
1839,304,1.5
1840,780,5.8
1841,1172,4.5
1842,253,1.6
1843,1501,11.0
1844,368,2.5
1845,743,1.9
1846,450,1.9
1847,761,4.4
1848,1052,4.9
1849,970,4.3
1850,778,6.2
1851,610,2.2
1852,342,1.9
1853,602,3.0
1854,122,0.5
1855,1368,11.0
1856,857,7.1
1857,1362,5.1
1858,748,6.0
1859,741,4.8
1860,1647,6.5
1861,320,2.5
1862,184,1.1
1863,1258,4.6
1864,889,6.2
1865,578,3.3
1866,389,1.6
1867,419,2.4
1868,184,0.8
1869,636,5.4
1870,487,3.1
1871,698,3.7
1872,1229,5.3
1873,970,3.1
1874,627,2.7
1875,628,2.2
1876,1537,23.0
1877,491,3.2
1878,1128,4.4
1879,1134,4.0
1880,807,5.8
1881,833,6.8
1882,783,9.0
1883,124,0.7
1884,683,7.8
1885,1306,5.0
1886,984,7.9
1887,441,1.7
1888,424,3.7
1889,1358,5.0
1890,1123,4.6
1891,125,0.5
1892,390,2.5
1893,631,4.1
1894,1377,14.0
1895,715,3.2
1896,367,1.5
1897,1691,5.8
1898,1382,17.0
1899,203,0.8
1900,1008,5.3
1901,872,3.8
1902,545,1.9
1903,813,3.3
1904,900,5.2
1905,948,7.6
1906,223,1.3
1907,1029,5.2
1908,457,2.1
1909,801,7.4
1910,452,2.4
1911,263,1.4
1912,405,4.1
1913,404,1.8
1914,278,1.0
1915,1817,21.0
1916,1187,4.5
1917,1434,4.9
1918,749,4.0
1919,374,2.2
1920,317,2.2
1921,135,0.6
1922,367,2.7
1923,696,3.1
1924,565,3.8
1925,747,7.4
1926,577,2.2
1927,422,2.4
1928,944,4.7
1929,1062,3.9
1930,474,2.8
1931,127,0.7
1932,803,5.0
1933,550,2.0
1934,411,1.7
1935,827,6.8
1936,874,4.2
1937,706,4.3
1938,343,3.0
1939,1013,6.9
1940,393,2.7
1941,935,4.5
1942,746,4.0
1943,580,2.8
1944,497,2.7
1945,390,3.3
1946,1006,5.0
1947,997,6.5
1948,959,6.2
1949,696,6.2
1950,1757,6.2
1951,1281,4.3
1952,253,1.2
1953,1013,6.2
1954,1140,6.7
1955,207,1.3
1956,278,3.7
1957,556,3.7
1958,502,2.4
1959,293,2.2
1960,833,4.7
1961,1279,8.6
1962,841,6.6
1963,297,0.9
1964,323,2.1
1965,1157,6.0
1966,807,3.1
1967,750,2.3
1968,1149,5.1
1969,551,2.9
1970,143,0.9
1971,743,3.7
1972,692,5.7
1973,456,3.2
1974,273,1.9
1975,434,2.0
1976,459,2.6
1977,1209,4.6
1978,825,7.7
1979,518,3.2
1980,459,2.4
1981,577,2.2
1982,714,5.2
1983,353,2.2
1984,930,6.7
1985,675,4.1
1986,603,3.7
1987,550,3.3
1988,258,1.4
1989,446,2.2
1990,350,2.0
1991,602,4.3
1992,576,1.9
1993,239,1.5
1994,271,1.2
1995,734,6.6
1996,152,1.0
1997,257,1.4
1998,1741,5.5
1999,1054,9.9
2000,853,5.4
2001,604,2.8
2002,816,4.4
2003,756,2.9
2004,1581,22.0
2005,972,5.7
2006,1036,5.4
2007,682,5.2
2008,1351,7.0
2009,1287,4.8
2010,396,2.9
2011,891,9.3
2012,825,3.0
2013,271,1.2
2014,336,2.0
2015,1082,6.1
2016,366,2.1
2017,609,8.3
2018,673,5.4
2019,1687,6.8
2020,496,1.9
2021,189,0.9
2022,497,3.4
2023,1085,5.6
2024,899,6.1
2025,879,6.7
2026,983,5.9
2027,482,3.5
2028,1395,5.6
2029,261,1.4
2030,707,4.1
2031,619,4.2
2032,605,4.8
2033,772,5.4
2034,838,5.4
2035,2075,22.0
2036,950,7.7
2037,580,3.5
2038,1466,12.0
2039,943,3.9
2040,522,4.6
2041,582,4.4
2042,935,4.6
2043,473,3.0
2044,278,1.1
2045,568,1.8
2046,807,4.3
2047,742,3.6
2048,783,10.0
2049,820,6.9
2050,465,2.9
2051,575,2.0
2052,439,2.6
2053,512,3.3
2054,504,3.3
2055,623,2.0
2056,379,2.9
2057,952,5.2
2058,1274,8.5
2059,964,4.3
2060,712,5.6
2061,241,1.3
2062,453,2.0
2063,932,3.7
2064,463,3.5
2065,409,2.6
2066,953,5.1
2067,1600,6.3
2068,722,4.2
2069,484,3.0
2070,911,11.0
2071,707,3.2
2072,397,3.2
2073,529,4.1
2074,790,4.8
2075,633,4.1
2076,646,2.3
2077,999,4.9
2078,416,2.4
2079,394,1.9
2080,687,3.6
2081,458,2.9
2082,1171,5.2
2083,475,3.3
2084,1188,4.2
2085,627,4.5
2086,746,5.5
2087,749,4.2
2088,317,2.5
2089,1321,10.0
2090,874,5.4
2091,1979,8.0
2092,724,4.1
2093,388,2.3
2094,170,0.8
2095,1088,3.9
2096,675,5.5
2097,261,1.6
2098,2097,7.4
2099,354,2.1
2100,936,3.8
2101,660,4.7
2102,829,4.4
2103,295,2.0
2104,808,7.2
2105,457,2.6
2106,576,3.4
2107,612,3.7
2108,358,2.3
2109,743,5.9
2110,1024,5.0
2111,330,2.0
2112,580,4.3
2113,307,2.0
2114,703,3.4
2115,893,3.2
2116,346,1.4
2117,913,6.7
2118,1526,5.1
2119,251,1.3
2120,476,3.7
2121,1016,3.4
2122,1619,6.4
2123,373,2.3
2124,425,2.6
2125,617,3.1
2126,1788,7.2
2127,362,2.0
2128,958,4.8
2129,729,6.0
2130,537,3.4
2131,873,4.1
2132,378,2.4
2133,243,1.3
2134,667,4.8
2135,415,2.6
2136,370,2.9
2137,297,2.2
2138,531,2.9
2139,812,3.4
2140,222,1.2
2141,664,2.6
2142,1094,5.5
2143,596,5.1
2144,1359,5.2
2145,214,1.7
2146,1260,4.9
2147,1053,9.9
2148,939,3.9
2149,930,4.5
2150,183,1.5
2151,128,0.7
2152,1368,7.9
2153,869,6.0
2154,415,2.2
2155,721,3.1
2156,560,3.1
2157,808,6.3
2158,451,2.8
2159,226,1.3
2160,1250,7.0
2161,275,1.2
2162,1185,4.6
2163,522,2.9
2164,812,3.1
2165,640,3.5
2166,1574,17.0
2167,895,4.3
2168,1470,5.5
2169,511,3.7
2170,168,0.7
2171,922,3.5
2172,592,3.3
2173,341,1.6
2174,599,7.4
2175,892,8.0
2176,721,4.1
2177,1018,9.3
2178,1459,6.3
2179,648,4.0
2180,896,2.4
2181,1312,5.7
2182,1530,6.0
2183,631,4.0
2184,407,2.8
2185,539,3.5
2186,601,3.5
2187,1171,5.7
2188,629,5.0
2189,277,0.9
2190,460,2.4
2191,181,1.0
2192,666,6.9
2193,277,1.6
2194,277,1.4
2195,613,4.4
2196,616,3.4
2197,1147,6.0
2198,999,7.7
2199,325,1.4
2200,994,5.2
2201,773,5.9
2202,841,6.9
2203,336,2.1
2204,596,4.3
2205,1095,8.9
2206,940,4.0
2207,814,4.8
2208,970,5.2
2209,187,1.1
2210,421,2.1
2211,364,2.7
2212,736,4.3
2213,142,0.7
2214,434,2.8
2215,1223,4.9
2216,892,4.4
2217,791,6.2
2218,698,5.5
2219,430,3.0
2220,770,5.6
2221,813,5.7
2222,1520,12.0
2223,2020,8.3
2224,967,6.8
2225,749,3.2
2226,544,4.1
2227,328,2.2
2228,583,2.4
2229,1472,20.0
2230,474,2.0
2231,1163,6.0
2232,1153,7.9
2233,307,1.8
2234,1048,6.8
2235,362,2.1
2236,532,3.8
2237,765,6.4
2238,811,5.7
2239,798,3.2
2240,860,3.5
2241,191,0.7
2242,1111,3.1
2243,311,1.9
2244,899,5.5
2245,303,1.8
2246,1154,12.0
2247,1123,5.9
2248,1099,3.8
2249,1526,5.1
2250,296,1.5
2251,502,2.6
2252,874,4.9
2253,652,1.9
2254,1206,5.2
2255,404,2.1
2256,310,2.0
2257,484,2.4
2258,258,0.7
2259,161,1.2
2260,379,2.3
2261,176,0.9
2262,1134,4.2
2263,1870,7.9
2264,1161,3.5
2265,1090,4.1
2266,871,5.4
2267,840,6.9
2268,447,2.2
2269,511,3.5
2270,810,7.4
2271,914,11.0
2272,736,2.5
2273,340,1.9
2274,614,2.7
2275,377,1.4
2276,323,1.8
2277,1407,5.3
2278,222,1.5
2279,1659,5.3
2280,1484,11.0
2281,799,6.8
2282,430,3.5
2283,568,3.4
2284,1152,4.1
2285,518,3.2
2286,523,3.9
2287,527,3.0
2288,936,6.8
2289,1233,5.4
2290,723,3.7
2291,1512,6.5
2292,265,0.7
2293,308,1.4
2294,142,0.7
2295,821,5.4
2296,929,7.8
2297,387,1.6
2298,380,2.6
2299,976,9.5
2300,1219,5.2
2301,282,2.3
2302,1213,6.4
2303,555,3.3
2304,580,5.0
2305,1312,7.1
2306,342,2.4
2307,774,4.4
2308,742,2.0
2309,703,2.0
2310,881,4.9
2311,762,3.8
2312,270,1.1
2313,842,4.1
2314,534,4.2
2315,937,5.1
2316,675,1.9
2317,728,8.3
2318,502,4.2
2319,657,3.1
2320,448,2.3
2321,863,8.1
2322,101,0.5
2323,390,3.0
2324,700,5.5
2325,573,3.3
2326,869,2.1
2327,1548,6.1
2328,252,1.0
2329,497,3.4
2330,630,5.0
2331,357,1.9
2332,493,2.8
2333,918,3.8
2334,917,4.7
2335,536,2.9
2336,909,3.7
2337,965,9.5
2338,149,0.9
2339,414,3.1
2340,908,8.2
2341,1189,5.4
2342,190,0.5
2343,695,4.4
2344,561,3.4
2345,663,2.3
2346,634,4.0
2347,445,1.7
2348,119,0.4
2349,689,2.1
2350,1756,8.0
2351,341,1.5
2352,1103,5.6
2353,787,3.8
2354,878,6.7
2355,180,1.1
2356,936,5.4
2357,1376,6.8
2358,338,2.4
2359,1064,10.0
2360,335,1.7
2361,378,2.1
2362,770,5.6
2363,312,2.0
2364,981,5.2
2365,1100,3.5
2366,817,3.5
2367,1042,5.3
2368,1075,5.6
2369,484,3.2
2370,359,4.1
2371,1091,5.1
2372,926,5.4
2373,1434,11.0
2374,496,2.4
2375,621,2.7
2376,811,4.0
2377,981,4.9
2378,440,2.5
2379,737,2.7
2380,290,1.4
2381,720,7.3
2382,961,7.2
2383,172,1.1
2384,1042,6.0
2385,539,1.9
2386,767,5.2
2387,249,1.3
2388,523,2.4
2389,202,1.4
2390,163,1.4
2391,616,2.8
2392,842,5.8
2393,1443,6.4
2394,361,1.4
2395,756,3.4
2396,201,0.8
2397,245,1.5
2398,1188,4.7
2399,624,3.4
2400,408,2.5
2401,427,3.2
2402,575,3.4
2403,104,0.5
2404,488,3.5
2405,889,8.9
2406,455,2.2
2407,449,1.4
2408,116,0.4
2409,1341,12.0
2410,436,1.6
2411,627,3.8
2412,923,3.0
2413,1120,5.2
2414,581,4.4
2415,917,3.4
2416,896,3.3
2417,473,2.3
2418,290,1.1
2419,590,4.4
2420,455,2.6
2421,967,3.3
2422,679,3.9
2423,276,1.7
2424,747,4.7
2425,713,4.2
2426,328,2.3
2427,554,3.0
2428,628,4.5
2429,598,4.4
2430,282,1.7
2431,883,2.8
2432,104,0.5
2433,1585,21.0
2434,449,1.9
2435,639,4.3
2436,2113,8.1
2437,330,1.7
2438,356,2.6
2439,959,4.3
2440,702,3.6
2441,902,7.8
2442,779,6.4
2443,958,5.6
2444,590,4.4
2445,370,2.3
2446,977,3.6
2447,1992,10.0
2448,1054,10.0
2449,855,3.6
2450,576,3.1
2451,382,3.4
2452,382,2.2
2453,824,5.2
2454,153,0.7
2455,430,2.2
2456,830,5.5
2457,353,1.9
2458,1018,5.1
2459,667,6.7
2460,644,3.3
2461,1912,7.7
2462,292,1.4
2463,1776,9.0
2464,276,1.0
2465,812,5.3
2466,226,1.3
2467,671,3.6
2468,706,3.6
2469,382,2.5
2470,1204,6.4
2471,642,4.7
2472,544,3.4
2473,513,3.2
2474,169,1.2
2475,417,2.8
2476,1224,4.0
2477,771,3.3
2478,1167,5.1
2479,963,5.5
2480,1981,22.0
2481,673,4.2
2482,1407,23.0
2483,978,5.1
2484,544,1.7
2485,406,2.4
2486,726,6.1
2487,1011,4.8
2488,421,1.8
2489,433,2.3
2490,581,1.8
2491,951,8.2
2492,660,2.8
2493,514,2.5
2494,442,2.7
2495,383,3.1
2496,471,2.9
2497,1029,4.6
2498,874,7.3
2499,660,3.1
2500,877,7.7
2501,295,1.9
2502,727,5.7
2503,806,6.2
2504,975,6.7
2505,359,1.6
2506,707,5.2
2507,821,5.5
2508,637,5.1
2509,605,3.9
2510,646,6.0
2511,761,6.8
2512,557,3.5
2513,995,9.1
2514,1162,5.2
2515,1131,6.0
2516,1489,6.3
2517,1357,5.1
2518,1676,6.1
2519,864,5.2
2520,1699,6.1
2521,364,2.1
2522,689,3.5
2523,1102,4.4
2524,1316,18.0
2525,663,3.5
2526,403,2.4
2527,1303,4.8
2528,468,2.6
2529,736,4.4
2530,430,3.0
2531,1000,4.1
2532,1331,5.7
2533,465,1.5
2534,597,6.7
2535,863,8.9
2536,620,4.6
2537,588,3.7
2538,986,4.9
2539,551,3.1
2540,901,6.5
2541,1700,7.1
2542,257,2.2
2543,401,2.1
2544,915,5.3
2545,305,1.4
2546,644,4.1
2547,1526,12.0
2548,625,4.3
2549,637,3.3
2550,716,4.5
2551,780,8.3
2552,597,4.3
2553,959,4.7
2554,882,7.2
2555,974,5.2
2556,284,1.2
2557,439,2.9
2558,853,4.4
2559,514,3.2
2560,1930,10.0
2561,590,4.2
2562,1031,8.7
2563,400,2.8
2564,473,1.6
2565,821,6.4
2566,281,1.2
2567,1937,6.7
2568,899,7.4
2569,269,1.9
2570,430,2.4
2571,1006,6.2
2572,1627,8.2
2573,1879,8.4
2574,1246,10.0
2575,888,4.3
2576,939,5.6
2577,366,4.3
2578,1452,14.0
2579,470,2.9
2580,620,3.6
2581,178,1.2
2582,369,2.7
2583,768,7.4
2584,364,2.4
2585,365,2.1
2586,1735,8.7
2587,333,1.2
2588,234,1.6
2589,277,1.9
2590,1308,5.6
2591,343,2.4
2592,1317,5.7
2593,739,5.1
2594,348,1.9
2595,188,1.1
2596,415,3.1
2597,284,1.9
2598,728,5.3
2599,929,3.0
2600,1141,5.0
2601,691,7.3
2602,806,2.8
2603,240,1.8
2604,1560,7.6
2605,110,0.3
2606,385,2.1
2607,1199,8.8
2608,908,6.3
2609,155,0.6
2610,716,2.9
2611,1334,16.0
2612,664,5.1
2613,392,3.0
2614,617,2.6
2615,1010,5.3
2616,485,4.2
2617,782,3.2
2618,552,4.9
2619,576,0.6
2620,1105,5.5
2621,864,3.6
2622,737,5.8
2623,607,5.0
2624,638,3.6
2625,1049,8.0
2626,862,6.2
2627,1882,5.6
2628,1015,4.9
2629,436,3.5
2630,599,3.2
2631,296,1.3
2632,1376,5.0
2633,859,3.7
2634,325,2.1
2635,835,4.5
2636,1657,6.3
2637,535,2.7
2638,841,8.3
2639,815,8.3
2640,684,4.0
2641,922,7.2
2642,747,5.3
2643,494,3.2
2644,382,2.9
2645,1058,7.8
2646,1968,7.1
2647,457,2.7
2648,1135,8.5
2649,289,1.9
2650,1081,7.8
2651,1121,9.1
2652,134,1.0
2653,308,1.8
2654,390,2.6
2655,743,5.2
2656,592,3.8
2657,624,5.4
2658,829,2.8
2659,1501,5.1
2660,435,2.5
2661,665,2.7
2662,454,1.9
2663,2039,8.5
2664,859,3.6
2665,775,6.7
2666,1322,5.8
2667,892,5.3
2668,1829,6.7
2669,574,4.7
2670,530,1.7
2671,346,1.2
2672,522,3.4
2673,752,2.7
2674,1039,2.4
2675,670,4.3
2676,334,2.2
2677,757,4.3
2678,315,1.7
2679,1095,6.0
2680,936,5.1
2681,692,5.8
2682,818,3.7
2683,894,6.9
2684,152,0.8
2685,655,3.0
2686,1076,8.9
2687,983,9.3
2688,1556,12.0
2689,2100,15.0
2690,1538,22.0
2691,1778,25.0
2692,278,0.8
2693,625,3.3
2694,511,4.5
2695,156,0.8
2696,453,2.1
2697,333,2.3
2698,778,3.0
2699,527,3.2
2700,878,6.9
2701,1306,6.0
2702,682,5.5
2703,308,2.0
2704,296,1.4
2705,519,4.2
2706,1339,6.5
2707,1308,6.6
2708,434,2.9
2709,1857,7.0
2710,422,2.7
2711,1262,4.4
2712,283,1.4
2713,582,2.3
2714,314,1.5
2715,884,5.4
2716,394,3.3
2717,595,3.8
2718,564,3.1
2719,1695,5.2
2720,169,0.5
2721,280,1.2
2722,347,2.3
2723,453,2.1
2724,834,7.8
2725,334,2.3
2726,1122,4.9
2727,305,2.2
2728,442,1.8
2729,613,3.3
2730,1031,3.5
2731,591,3.5
2732,495,4.1
2733,601,3.5
2734,539,5.0
2735,901,2.9
2736,1451,6.6
2737,900,3.6
2738,410,2.3
2739,456,1.8
2740,546,4.2
2741,432,2.6
2742,872,4.1
2743,507,3.5
2744,1345,18.0
2745,518,2.5
2746,449,2.2
2747,543,3.9
2748,578,3.0
2749,857,4.6
2750,1163,6.1
2751,698,3.7
2752,990,5.6
2753,791,4.1
2754,398,2.8
2755,1303,4.7
2756,700,3.0
2757,51,0.2
2758,528,3.2
2759,438,3.4
2760,291,1.4
2761,411,2.5
2762,784,6.9
2763,670,3.2
2764,1037,9.1
2765,677,6.0
2766,198,0.7
2767,438,2.6
2768,517,3.5
2769,590,1.8
2770,1185,8.3
2771,137,0.4
2772,395,2.7
2773,1622,5.1
2774,760,4.2
2775,1396,16.0
2776,578,2.0
2777,167,1.0
2778,1335,19.0
2779,231,0.9
2780,652,3.3
2781,633,4.1
2782,242,1.4
2783,700,5.4
2784,129,0.7
2785,1129,5.9
2786,537,4.6
2787,544,2.2
2788,458,2.7
2789,620,4.2
2790,363,2.0
2791,901,8.5
2792,703,3.2
2793,378,1.6
2794,887,5.3
2795,377,2.2
2796,379,2.2
2797,645,4.8
2798,496,3.0
2799,537,2.3
2800,571,1.7
2801,274,2.1
2802,911,8.7
2803,694,5.5
2804,1869,9.3
2805,800,1.8
2806,692,5.3
2807,738,5.8
2808,739,8.6
2809,514,3.1
2810,383,2.8
2811,817,6.8
2812,61,0.3
2813,435,3.1
2814,306,1.5
2815,306,1.9
2816,553,2.2
2817,976,4.3
2818,851,7.9
2819,621,4.0
2820,426,2.4
2821,437,3.8
2822,860,4.1
2823,615,1.0
2824,279,1.9
2825,861,3.7
2826,902,4.4
2827,1054,3.1
2828,259,1.1
2829,1121,6.3
2830,647,4.1
2831,1049,5.5
2832,628,2.7
2833,1638,6.1
2834,1431,5.4
2835,1034,5.8
2836,658,6.0
2837,278,1.1
2838,641,3.1
2839,209,1.4
2840,354,2.7
2841,311,1.8
2842,418,2.7
2843,467,2.6
2844,836,4.6
2845,675,5.1
2846,474,2.5
2847,1776,22.0
2848,1483,5.2
2849,738,4.6
2850,1219,6.4
2851,612,3.2
2852,529,2.2
2853,888,6.7
2854,461,3.6
2855,1153,6.2
2856,331,2.1
2857,670,3.7
2858,293,1.2
2859,522,3.2
2860,1106,14.0
2861,860,7.1
2862,568,2.9
2863,999,5.3
2864,1459,21.0
2865,633,3.1
2866,1147,6.1
2867,1510,22.0
2868,1385,6.0
2869,1045,5.5
2870,766,5.4
2871,254,1.6
2872,598,3.5
2873,518,5.4
2874,724,3.2
2875,683,3.0
2876,1197,6.2
2877,171,0.8
2878,691,2.4
2879,1945,8.0
2880,889,4.0
2881,375,2.1
2882,935,6.9
2883,506,3.1
2884,871,3.7
2885,676,4.0
2886,596,3.1
2887,1602,6.0
2888,696,3.8
2889,559,4.5
2890,467,2.9
2891,1185,5.8
2892,833,6.5
2893,398,2.5
2894,380,2.1
2895,571,3.0
2896,1113,5.7
2897,1172,19.0
2898,404,2.3
2899,444,3.5
2900,1232,4.3
2901,695,2.8
2902,716,5.8
2903,541,2.7
2904,1313,4.9
2905,281,2.0
2906,1153,6.1
2907,1890,6.2
2908,295,1.7
2909,574,5.7
2910,549,3.8
2911,1069,3.6
2912,537,2.9
2913,723,4.5
2914,518,4.8
2915,1117,2.2
2916,1146,5.7
2917,758,7.2
2918,868,4.2
2919,1321,4.6
2920,716,2.6
2921,928,5.1
2922,443,2.8
2923,1154,4.1
2924,510,2.7
2925,275,1.5
2926,827,8.5
2927,393,2.7
2928,350,2.9
2929,720,5.9
2930,738,3.1
2931,844,6.5
2932,540,3.1
2933,956,3.3
2934,757,5.7
2935,630,4.3
2936,966,12.0
2937,369,2.1
2938,414,2.5
2939,354,2.7
2940,1050,3.9
2941,601,2.1
2942,1620,6.6
2943,768,5.2
2944,416,2.1
2945,542,3.6
2946,1129,4.8
2947,879,9.3
2948,325,2.5
2949,347,1.7
2950,440,2.1
2951,369,2.5
2952,409,2.6
2953,336,1.9
2954,287,1.5
2955,763,6.9
2956,993,4.7
2957,1839,9.1
2958,846,4.7
2959,589,3.7
2960,1892,7.8
2961,320,1.7
2962,442,2.5
2963,1159,4.8
2964,598,4.7
2965,439,2.4
2966,779,3.2
2967,565,3.5
2968,626,4.3
2969,1399,6.6
2970,599,2.4
2971,243,1.2
2972,886,9.8
2973,818,3.4
2974,657,5.6
2975,510,2.8
2976,770,6.3
2977,249,1.0
2978,939,6.1
2979,288,0.9
2980,1132,14.0
2981,908,3.6
2982,311,2.0
2983,819,7.6
2984,261,2.0
2985,480,3.9
2986,510,3.2
2987,305,1.9
2988,440,2.7
2989,810,3.4
2990,627,2.7
2991,699,2.9
2992,694,2.7
2993,1254,5.1
2994,595,5.1
2995,687,2.8
2996,240,1.5
2997,874,5.2
2998,1029,8.7
2999,299,1.4
3000,955,4.2
3001,368,2.1
3002,375,1.5
3003,1095,17.0
3004,632,4.1
3005,439,1.9
3006,382,1.8
3007,532,3.7
3008,1159,7.5
3009,364,2.8
3010,268,1.6
3011,567,2.0
3012,988,3.3
3013,421,2.6
3014,1500,5.0
3015,468,1.0
3016,142,0.5
3017,346,1.3
3018,420,2.2
3019,1137,7.8
3020,336,2.0
3021,745,5.3
3022,766,6.4
3023,478,2.7
3024,1076,3.5
3025,572,3.2
3026,281,1.3
3027,598,4.7
3028,429,2.9
3029,1115,4.9
3030,985,4.7
3031,859,4.9
3032,539,2.1
3033,900,7.6
3034,399,2.5
3035,459,2.1
3036,1225,7.1
3037,965,7.7
3038,979,4.1
3039,774,6.7
3040,998,7.7
3041,1593,6.2
3042,1234,4.8
3043,251,1.5
3044,923,7.3
3045,528,2.9
3046,422,2.6
3047,1186,6.0
3048,615,5.3
3049,933,2.7
3050,388,2.6
3051,471,2.5
3052,254,1.6
3053,331,2.1
3054,1094,5.6
3055,803,7.0
3056,610,4.7
3057,1205,6.2
3058,1481,7.5
3059,214,0.7
3060,1724,5.4
3061,635,4.2
3062,493,2.5
3063,382,2.1
3064,453,2.1
3065,1282,18.0
3066,992,5.6
3067,601,5.5
3068,419,2.5
3069,954,3.4
3070,278,1.8
3071,1512,4.9
3072,958,5.5
3073,271,1.8
3074,712,3.6
3075,1615,5.9
3076,789,6.9
3077,424,3.3
3078,267,1.4
3079,406,2.8
3080,279,1.4
3081,200,1.0
3082,175,1.1
3083,781,6.7
3084,915,8.0
3085,775,3.7
3086,472,4.0
3087,558,3.1
3088,352,2.6
3089,1162,6.4
3090,536,2.7
3091,351,2.1
3092,578,2.3
3093,1728,6.5
3094,523,2.2
3095,1159,5.8
3096,1122,6.0
3097,1834,5.4
3098,416,2.7
3099,921,5.5
3100,870,6.6
3101,892,5.0
3102,340,3.4
3103,1139,5.9
3104,914,5.3
3105,294,1.6
3106,688,4.3
3107,544,3.7
3108,1457,12.0
3109,244,0.9
3110,910,5.2
3111,735,4.1
3112,1160,4.2
3113,457,2.3
3114,1516,23.0
3115,477,2.6
3116,546,3.4
3117,470,3.7
3118,487,3.7
3119,901,5.6
3120,752,3.1
3121,1493,6.6
3122,1252,14.0
3123,613,4.2
3124,634,5.1
3125,667,3.1
3126,467,2.4
3127,503,2.6
3128,294,2.0
3129,1607,21.0
3130,1298,5.0
3131,250,0.8
3132,572,3.9
3133,393,3.1
3134,914,3.3
3135,483,3.7
3136,608,1.6
3137,356,2.3
3138,263,0.9
3139,645,2.6
3140,280,1.6
3141,316,2.0
3142,720,4.3
3143,1034,9.9
3144,1487,20.0
